-0.2936538835896438 1.0,-0.3270066835377328 0.7832068003374213,-0.3853740834468886 0.5497372007007981,-0.39371228343391085 0.3746350009733307,0.20663811563169165 0.24956200116799684,0.4317695152812926 0.13282720134968523,0.3317111154370255 -0.20070079813120506,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377,0.08156511582635781 -0.41749399779378377	0,1,0,0,0
-0.09130913091309126 1.0,-0.15467546754675462 0.7861386138613862,-0.19427942794279424 0.5168316831683168,-0.09922992299229919 0.3425742574257426,0.3364136413641365 0.2396039603960396,-0.12299229922992294 -0.09306930693069307,-0.28140814081408133 -0.299009900990099,-0.24180418041804175 -0.5207920792079208,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683,-0.17843784378437838 -0.5683168316831683	0,1,0,0,0
0.011981210607682192 1.0,-0.06855749791889647 0.7941788559876323,-0.1669936972291593 0.5973064573671066,-0.2385836603638959 0.39148531335473896,-0.28332738732310625 0.16776667855868713,0.45046973480794383 -0.011208229278154354,-0.3012248781067904 -0.28861933642525867,-0.29227613271494834 -0.5212867166131525,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099,-0.24753240575573796 -0.6823641336663099	0,1,0,0,0
-0.04438553771229531 1.0,-0.06741053540054856 0.8081250192645563,-0.12881052923589054 0.6162500385291125,-0.1978855223006503 0.38600006164658013,0.2933144283820856 0.2248250778288074,0.08608944918780642 -0.04379989520081381,-0.3130105107419165 -0.23567487593625752,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879,-0.2132355207594858 -0.46592485281879	0,1,0,0,0
-0.07358464795465414 1.0,-0.14296933688451824 0.8091921054428737,-0.20368093969814935 0.6444034692344465,-0.25571945639554744 0.4102301440961551,0.04783855767260804 0.18472990507409676,0.2906849689271324 0.03728744109813553,0.03049238544014202 -0.23157822850508789,0.22997336611350133 -0.41371303694598116,0.10855016048623914 -0.6305401898518065,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715,0.06518472990507407 -0.6739056204329715	0,1,0,0,0
-0.1702678027997565 1.0,-0.2586985189693649 0.7829427875836884,-0.31497261107729757 0.5739247311827957,-0.34712923513897337 0.34078920673564617,0.19953337390951514 0.1960843984581051,-0.1541894907689186 -0.10940353012781497,0.3040424021099615 -0.25410833840535607,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187,0.32815987015621834 -0.43900892675999187	0,1,0,0,0
-0.21726067746686303 1.0,-0.3003240058910162 0.8006480117820324,-0.38338733431516936 0.5680706921944035,-0.4332253313696613 0.37702503681885124,0.04854197349042712 0.11122238586156108,0.1399116347569956 -0.09643593519882185,0.3974079528718704 -0.23764359351988223,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723,0.30603829160530194 -0.5034462444771723	0,1,0,0,0
-0.09935950073903758 1.0,-0.303662341928067 0.7650517326326162,-0.28323205780916405 0.36666119231400884,-0.650977171949417 0.18278863524388236,-0.7735588766628346 -0.13388076859911321,0.10494334044999182 -0.6344227295122352,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221,-0.5079651831170964 -0.8898012809985221	0,1,0,0,0
0.10571096284507549 1.0,0.0053865458774559685 0.8175919691497827,-0.06757666646263095 0.6443043398420762,-0.14966028034522874 0.43453510436432635,0.023627348962477698 0.17916386117402214,0.06922935667503202 -0.030605374303727777,0.2881189936952928 -0.22213380669645594,-0.25910509885535915 -0.3954214360041624,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145,-0.24998469731284825 -0.5231070575993145	0,1,0,0,0
0.11991364168618272 1.0,0.011014344262295124 0.8638758782201406,-0.11603483606557373 0.655152224824356,-0.1886343676814988 0.455503512880562,-0.07066012880562057 0.18325526932084304,-0.30660860655737704 0.038056206088992926,-0.31568354800936765 -0.17974238875878226,0.26511270491803285 -0.4610655737704919,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076,0.07453893442622955 -0.5427400468384076	0,1,0,0,0
-0.2044332737788813 1.0,-0.34115616388577646 0.7083245011052902,-0.41407503860945394 0.4713381582533386,0.27865427126548176 0.2525815340823062,0.15104624049904625 -0.13024255821700031,-0.42318989794991363 -0.4674923538140085,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686,0.27865427126548176 -0.540411228537686	0,1,0,0,0
0.07383463763184761 1.0,-0.05183168878303273 0.8272088011795395,-0.19320630599977312 0.5994385845525689,-0.27960190541000335 0.4109390949302484,0.30945899965974827 0.19102302370420782,-0.004706816377452603 -0.05245548372462285,-0.3738516502211636 -0.18597595554043322,-0.036123397981172686 -0.476579335374844,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704,0.13666780083928778 -0.492287626176704	0,1,0,0,0
0.08587002922536366 1.0,-0.03365842445736053 0.7950940794010443,-0.16172462483170788 0.5987259054937116,-0.22148885167306998 0.3682067448198864,0.23101172298295733 0.0693856106130759,0.213936229599711 -0.1696712967523725,-0.21295110498144681 -0.3831149640429514,-0.06780941122385316 -0.6392473647916461,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777,0.01756805569237841 -0.7246248317078777	0,1,0,0,0
0.15931564345166116 1.0,0.031336700576225424 0.8080315856868464,-0.11492494842427256 0.6160631713736928,0.2141637618268479 0.3052571672476346,0.1318915842640678 0.06758198762182532,-0.014370064736430198 -0.15181048587892165,0.19588105570178566 -0.398627018567262,-0.06921818311161694 -0.618019492068009,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712,-0.032652770861492444 -0.6363021981930712	0,1,0,0,0
0.0825053816857095 0.9897333995694652,-0.030427223050173917 0.784401390958768,-0.12282662692498762 0.5482695810564663,-0.21522603079980132 0.3224043715846995,0.2981039907269415 0.03493955952972349,-0.3178920351051499 -0.17039244908097365,0.4213031958933598 -0.44759066070541476,-0.0817602252028482 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559,-0.12282662692498762 -0.7247888723298559	0,1,0,0,0
-0.07109252483010979 1.0,-0.1340535517221351 0.811116919323924,-0.22062496369866993 0.5986234535633386,-0.2914561189521984 0.42548062961026895,0.25158273799152 0.20511703548818033,0.10992042748446301 -0.05459720044142412,-0.3780275309287332 -0.2513504094790032,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792,0.031219143869431358 -0.4402334901550792	0,1,0,0,0
